"0","Classic Pancakes","""[""""1 1/2 c. all-purpose flour"""""," """"3 1/2 tsp. baking powder"""""," """"1 tsp. salt"," """"1 Tbsp. white sugar"," """"1 1/4 c. milk"""""
"243","Loaded Whole Wheat Toast with Peanut Butter (64)","[""2 slices whole wheat"", ""2 Tbsp. peanut butter"", ""1/4 c. berries""]","[""Toast bread slices."", ""Spread peanut butter generously on toast."", ""Top with berries.""]","www.example-breakfast.com/recipe/243","Generated","[""whole_wheat"", ""peanut_butter"", ""berries""]"
"244","Poached Egg Wrap with Feta (42)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded feta"", ""1/4 c. Poached eggs"", ""2 Tbsp. diced spinach""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/244","Generated","[""flour tortilla"", ""eggs"", ""feta"", ""spinach""]"
"245","Quick Banana and Pecans Oatmeal (45)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. banana"", ""1 Tbsp. pecans"", ""1 Tbsp. brown sugar""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in banana, pecans, and brown sugar. Serve warm.""]","www.example-breakfast.com/recipe/245","Generated","[""rolled oats"", ""water"", ""banana"", ""pecans"", ""brown sugar""]"
"246","Quick Raspberries and Chia Seeds Oatmeal (33)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. raspberries"", ""1 Tbsp. chia seeds"", ""1 Tbsp. brown sugar""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in raspberries, chia seeds, and brown sugar. Serve warm.""]","www.example-breakfast.com/recipe/246","Generated","[""rolled oats"", ""water"", ""raspberries"", ""chia seeds"", ""brown sugar""]"
"247","Scrambled Egg Wrap with Feta","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded feta"", ""1/4 c. Scrambled eggs"", ""2 Tbsp. diced spinach""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/247","Generated","[""flour tortilla"", ""eggs"", ""feta"", ""spinach""]"
"248","Salty Sausage Patties (62)","[""1/2 lb. sausage patties""]","[""Cook sausage patties in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/248","Generated","[""sausage patties""]"
"249","Salty Bacon (88)","[""1/2 lb. bacon""]","[""Cook bacon in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/249","Generated","[""bacon""]"
"250","Boiled Egg Wrap with Swiss","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded Swiss"", ""1/4 c. Boiled eggs""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/250","Generated","[""flour tortilla"", ""eggs"", ""Swiss""]"
"251","Blueberries Pancakes (4)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. blueberries""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in blueberries."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/251","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""blueberries""]"
"252","Poached Egg Wrap with Swiss (34)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded Swiss"", ""1/4 c. Poached eggs"", ""2 Tbsp. diced spinach""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/252","Generated","[""flour tortilla"", ""eggs"", ""Swiss"", ""spinach""]"
"253","Fried Eggs with Ham (46)","[""3 large eggs"", ""1 Tbsp. milk"", ""1/4 c. ham"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Whisk eggs and milk. Melt butter in a skillet."", ""Cook eggs to Fried style, adding ham towards the end of cooking. Season and serve.""]","www.example-breakfast.com/recipe/253","Generated","[""eggs"", ""milk"", ""ham"", ""butter"", ""salt"", ""pepper""]"
"254","Spinach (For Green Smoothie) Blueberry Smoothie (76)","[""1/2 c. frozen spinach (for green smoothie)"", ""1/2 c. frozen blueberry"", ""1 c. coconut water""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/254","Generated","[""spinach (for green smoothie)"", ""blueberry"", ""coconut water""]"
"255","Poached Eggs with Mushrooms (3)","[""3 large eggs"", ""1 Tbsp. white vinegar"", ""1/4 c. mushrooms"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Bring a pot of water to a simmer. Add vinegar. Gently crack eggs into water and poach for 3-4 minutes."", ""Remove with a slotted spoon. Season and serve.""]","www.example-breakfast.com/recipe/255","Generated","[""eggs"", ""white vinegar"", ""mushrooms"", ""butter"", ""salt"", ""pepper""]"
"256","Blueberries Waffles (25)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. blueberries""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in blueberries."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/256","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""blueberries""]"
"257","Scrambled Eggs with Ham","[""3 large eggs"", ""1 Tbsp. milk"", ""1/4 c. ham"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Whisk eggs and milk. Melt butter in a skillet."", ""Cook eggs to Scrambled style, adding ham towards the end of cooking. Season and serve.""]","www.example-breakfast.com/recipe/257","Generated","[""eggs"", ""milk"", ""ham"", ""butter"", ""salt"", ""pepper""]"
"258","Pineapple Strawberry Smoothie (18)","[""1/2 c. frozen pineapple"", ""1/2 c. frozen strawberry"", ""1 c. coconut water"", ""1 Tbsp. flax seeds""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/258","Generated","[""pineapple"", ""strawberry"", ""coconut water"", ""flax seeds""]"
"259","Salty Turkey Sausage (34)","[""1/2 lb. turkey sausage""]","[""Cook turkey sausage in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/259","Generated","[""turkey sausage""]"
"260","Blueberries Waffles (89)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. blueberries""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in blueberries."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/260","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""blueberries""]"
"261","Mango Spinach (For Green Smoothie) Smoothie (99)","[""1/2 c. frozen mango"", ""1/2 c. frozen spinach (for green smoothie)"", ""1 c. oat milk""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/261","Generated","[""mango"", ""spinach (for green smoothie)"", ""oat milk""]"
"262","Salty Sausage Patties (98)","[""1/2 lb. sausage patties""]","[""Cook sausage patties in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/262","Generated","[""sausage patties""]"
"263","Scrambled Egg Wrap with Swiss (72)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded Swiss"", ""1/4 c. Scrambled eggs"", ""2 Tbsp. diced bell peppers""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/263","Generated","[""flour tortilla"", ""eggs"", ""Swiss"", ""bell peppers""]"
"264","Banana Slices Pancakes (69)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. banana slices""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in banana slices."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/264","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""banana slices""]"
"265","Boiled Eggs with Sausage (29)","[""3 large eggs"", ""1 Tbsp. milk"", ""1/4 c. sausage"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Whisk eggs and milk. Melt butter in a skillet."", ""Cook eggs to Boiled style, adding sausage towards the end of cooking. Season and serve.""]","www.example-breakfast.com/recipe/265","Generated","[""eggs"", ""milk"", ""sausage"", ""butter"", ""salt"", ""pepper""]"
"266","Pecans Waffles (90)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. pecans""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in pecans."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/266","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""pecans""]"
"267","Quick Banana and Almonds Oatmeal (46)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. banana"", ""1 Tbsp. almonds"", ""1 Tbsp. honey""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in banana, almonds, and honey. Serve warm.""]","www.example-breakfast.com/recipe/267","Generated","[""rolled oats"", ""water"", ""banana"", ""almonds"", ""honey""]"
"268","Fried Eggs with Ham (68)","[""3 large eggs"", ""1 Tbsp. milk"", ""1/4 c. ham"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Whisk eggs and milk. Melt butter in a skillet."", ""Cook eggs to Fried style, adding ham towards the end of cooking. Season and serve.""]","www.example-breakfast.com/recipe/268","Generated","[""eggs"", ""milk"", ""ham"", ""butter"", ""salt"", ""pepper""]"
"269","Blueberry Spinach (For Green Smoothie) Smoothie (49)","[""1/2 c. frozen blueberry"", ""1/2 c. frozen spinach (for green smoothie)"", ""1 c. oat milk""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/269","Generated","[""blueberry"", ""spinach (for green smoothie)"", ""oat milk""]"
"270","Salty Canadian Bacon (61)","[""1/2 lb. Canadian bacon""]","[""Cook Canadian bacon in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/270","Generated","[""Canadian bacon""]"
"271","Poached Egg Wrap with Swiss (59)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded Swiss"", ""1/4 c. Poached eggs"", ""2 Tbsp. diced tomatoes""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/271","Generated","[""flour tortilla"", ""eggs"", ""Swiss"", ""tomatoes""]"
"272","Salty Bacon (62)","[""1/2 lb. bacon""]","[""Cook bacon in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/272","Generated","[""bacon""]"
"273","Salty Canadian Bacon (35)","[""1/2 lb. Canadian bacon""]","[""Cook Canadian bacon in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/273","Generated","[""Canadian bacon""]"
"274","Boiled Egg Wrap with Mozzarella (63)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded mozzarella"", ""1/4 c. Boiled eggs""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/274","Generated","[""flour tortilla"", ""eggs"", ""mozzarella""]"
"275","Blueberry Spinach (For Green Smoothie) Smoothie (29)","[""1/2 c. frozen blueberry"", ""1/2 c. frozen spinach (for green smoothie)"", ""1 c. almond milk"", ""1 Tbsp. protein powder""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/275","Generated","[""blueberry"", ""spinach (for green smoothie)"", ""almond milk"", ""protein powder""]"
"276","Scrambled Eggs with Bell Peppers (21)","[""3 large eggs"", ""1 Tbsp. milk"", ""1/4 c. bell peppers"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Whisk eggs and milk. Melt butter in a skillet."", ""Cook eggs to Scrambled style, adding bell peppers towards the end of cooking. Season and serve.""]","www.example-breakfast.com/recipe/276","Generated","[""eggs"", ""milk"", ""bell peppers"", ""butter"", ""salt"", ""pepper""]"
"277","Salty Sausage Patties (5)","[""1/2 lb. sausage patties""]","[""Cook sausage patties in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/277","Generated","[""sausage patties""]"
"278","Quick Apple and Walnuts Oatmeal (7)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. apple"", ""1 Tbsp. walnuts"", ""1 Tbsp. brown sugar""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in apple, walnuts, and brown sugar. Serve warm.""]","www.example-breakfast.com/recipe/278","Generated","[""rolled oats"", ""water"", ""apple"", ""walnuts"", ""brown sugar""]"
"279","Quick Blueberries and Chia Seeds Oatmeal (10)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. blueberries"", ""1 Tbsp. chia seeds"", ""1 Tbsp. honey""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in blueberries, chia seeds, and honey. Serve warm.""]","www.example-breakfast.com/recipe/279","Generated","[""rolled oats"", ""water"", ""blueberries"", ""chia seeds"", ""honey""]"
"280","Salty Turkey Sausage (12)","[""1/2 lb. turkey sausage""]","[""Cook turkey sausage in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/280","Generated","[""turkey sausage""]"
"281","Quick Banana and Pecans Oatmeal (54)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. banana"", ""1 Tbsp. pecans"", ""1 Tbsp. brown sugar""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in banana, pecans, and brown sugar. Serve warm.""]","www.example-breakfast.com/recipe/281","Generated","[""rolled oats"", ""water"", ""banana"", ""pecans"", ""brown sugar""]"
"282","Boiled Egg Wrap with Feta (40)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded feta"", ""1/4 c. Boiled eggs""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/282","Generated","[""flour tortilla"", ""eggs"", ""feta""]"
"283","Blueberries Pancakes (55)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. blueberries""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in blueberries."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/283","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""blueberries""]"
"284","Loaded Rye Toast with Peanut Butter (99)","[""2 slices rye"", ""2 Tbsp. peanut butter"", ""1/4 c. honey drizzle""]","[""Toast bread slices."", ""Spread peanut butter generously on toast."", ""Top with honey drizzle.""]","www.example-breakfast.com/recipe/284","Generated","[""rye"", ""peanut_butter"", ""honey_drizzle""]"
"285","Fried Egg Wrap with Swiss (36)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded Swiss"", ""1/4 c. Fried eggs""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/285","Generated","[""flour tortilla"", ""eggs"", ""Swiss""]"
"286","Pineapple Strawberry Smoothie (43)","[""1/2 c. frozen pineapple"", ""1/2 c. frozen strawberry"", ""1 c. yogurt""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/286","Generated","[""pineapple"", ""strawberry"", ""yogurt""]"
"287","Fried Eggs with Bell Peppers","[""3 large eggs"", ""1 Tbsp. milk"", ""1/4 c. bell peppers"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Whisk eggs and milk. Melt butter in a skillet."", ""Cook eggs to Fried style, adding bell peppers towards the end of cooking. Season and serve.""]","www.example-breakfast.com/recipe/287","Generated","[""eggs"", ""milk"", ""bell peppers"", ""butter"", ""salt"", ""pepper""]"
"288","Quick Banana and Walnuts Oatmeal (94)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. banana"", ""1 Tbsp. walnuts"", ""1 Tbsp. honey""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in banana, walnuts, and honey. Serve warm.""]","www.example-breakfast.com/recipe/288","Generated","[""rolled oats"", ""water"", ""banana"", ""walnuts"", ""honey""]"
"289","Loaded Whole Wheat Toast with Honey (14)","[""2 slices whole wheat"", ""2 Tbsp. honey"", ""1/4 c. berries""]","[""Toast bread slices."", ""Spread honey generously on toast."", ""Top with berries.""]","www.example-breakfast.com/recipe/289","Generated","[""whole_wheat"", ""honey"", ""berries""]"
"290","Salty Bacon (30)","[""1/2 lb. bacon""]","[""Cook bacon in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/290","Generated","[""bacon""]"
"291","Pineapple Blueberry Smoothie (68)","[""1/2 c. frozen pineapple"", ""1/2 c. frozen blueberry"", ""1 c. coconut water"", ""1 Tbsp. chia seeds""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/291","Generated","[""pineapple"", ""blueberry"", ""coconut water"", ""chia seeds""]"
"292","Spinach (For Green Smoothie) Mango Smoothie (8)","[""1/2 c. frozen spinach (for green smoothie)"", ""1/2 c. frozen mango"", ""1 c. coconut water"", ""1 Tbsp. chia seeds""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/292","Generated","[""spinach (for green smoothie)"", ""mango"", ""coconut water"", ""chia seeds""]"
"293","Salty Turkey Sausage (69)","[""1/2 lb. turkey sausage""]","[""Cook turkey sausage in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/293","Generated","[""turkey sausage""]"
"294","Salty Bacon (45)","[""1/2 lb. bacon""]","[""Cook bacon in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/294","Generated","[""bacon""]"
"295","Poached Egg Wrap with Cheddar (50)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded cheddar"", ""1/4 c. Poached eggs""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/295","Generated","[""flour tortilla"", ""eggs"", ""cheddar""]"
"296","Quick Raspberries and Pecans Oatmeal (89)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. raspberries"", ""1 Tbsp. pecans"", ""1 Tbsp. maple syrup""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in raspberries, pecans, and maple syrup. Serve warm.""]","www.example-breakfast.com/recipe/296","Generated","[""rolled oats"", ""water"", ""raspberries"", ""pecans"", ""maple syrup""]"
"297","Poached Eggs with Spinach","[""3 large eggs"", ""1 Tbsp. white vinegar"", ""1/4 c. spinach"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Bring a pot of water to a simmer. Add vinegar. Gently crack eggs into water and poach for 3-4 minutes."", ""Remove with a slotted spoon. Season and serve.""]","www.example-breakfast.com/recipe/297","Generated","[""eggs"", ""white vinegar"", ""spinach"", ""butter"", ""salt"", ""pepper""]"
"298","Quick Apple and Pecans Oatmeal (4)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. apple"", ""1 Tbsp. pecans"", ""1 Tbsp. brown sugar""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in apple, pecans, and brown sugar. Serve warm.""]","www.example-breakfast.com/recipe/298","Generated","[""rolled oats"", ""water"", ""apple"", ""pecans"", ""brown sugar""]"
"299","Salty Sausage Patties (37)","[""1/2 lb. sausage patties""]","[""Cook sausage patties in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/299","Generated","[""sausage patties""]"
"300","Boiled Egg Wrap with Swiss (76)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded Swiss"", ""1/4 c. Boiled eggs""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/300","Generated","[""flour tortilla"", ""eggs"", ""Swiss""]"
"301","Fried Egg Wrap with Cheddar (20)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded cheddar"", ""1/4 c. Fried eggs"", ""2 Tbsp. diced spinach""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/301","Generated","[""flour tortilla"", ""eggs"", ""cheddar"", ""spinach""]"
"302","Poached Eggs with Cheese (15)","[""3 large eggs"", ""1 Tbsp. white vinegar"", ""1/4 c. cheese"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Bring a pot of water to a simmer. Add vinegar. Gently crack eggs into water and poach for 3-4 minutes."", ""Remove with a slotted spoon. Season and serve.""]","www.example-breakfast.com/recipe/302","Generated","[""eggs"", ""white vinegar"", ""cheese"", ""butter"", ""salt"", ""pepper""]"
"303","Strawberry Spinach (For Green Smoothie) Smoothie (76)","[""1/2 c. frozen strawberry"", ""1/2 c. frozen spinach (for green smoothie)"", ""1 c. almond milk"", ""1 Tbsp. protein powder""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/303","Generated","[""strawberry"", ""spinach (for green smoothie)"", ""almond milk"", ""protein powder""]"
"304","Salty Turkey Sausage (71)","[""1/2 lb. turkey sausage""]","[""Cook turkey sausage in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/304","Generated","[""turkey sausage""]"
"305","Loaded Rye Toast with Almond Butter (71)","[""2 slices rye"", ""2 Tbsp. almond butter"", ""1/4 c. berries""]","[""Toast bread slices."", ""Spread almond butter generously on toast."", ""Top with berries.""]","www.example-breakfast.com/recipe/305","Generated","[""rye"", ""almond_butter"", ""berries""]"
"306","Poached Eggs with Mushrooms (55)","[""3 large eggs"", ""1 Tbsp. white vinegar"", ""1/4 c. mushrooms"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Bring a pot of water to a simmer. Add vinegar. Gently crack eggs into water and poach for 3-4 minutes."", ""Remove with a slotted spoon. Season and serve.""]","www.example-breakfast.com/recipe/306","Generated","[""eggs"", ""white vinegar"", ""mushrooms"", ""butter"", ""salt"", ""pepper""]"
"307","Salty Bacon (82)","[""1/2 lb. bacon""]","[""Cook bacon in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/307","Generated","[""bacon""]"
"308","Banana Slices Pancakes (78)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. banana slices""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in banana slices."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/308","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""banana slices""]"
"309","Loaded Sourdough Toast with Jam","[""2 slices sourdough"", ""2 Tbsp. jam"", ""1/4 c. sliced banana""]","[""Toast bread slices."", ""Spread jam generously on toast."", ""Top with sliced banana.""]","www.example-breakfast.com/recipe/309","Generated","[""sourdough"", ""jam"", ""sliced_banana""]"
"310","Loaded White Bread Toast with Honey (6)","[""2 slices white bread"", ""2 Tbsp. honey"", ""1/4 c. honey drizzle""]","[""Toast bread slices."", ""Spread honey generously on toast."", ""Top with honey drizzle.""]","www.example-breakfast.com/recipe/310","Generated","[""white_bread"", ""honey"", ""honey_drizzle""]"
"311","Salty Turkey Sausage (25)","[""1/2 lb. turkey sausage""]","[""Cook turkey sausage in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/311","Generated","[""turkey sausage""]"
"312","Poached Egg Wrap with Swiss (33)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded Swiss"", ""1/4 c. Poached eggs"", ""2 Tbsp. diced tomatoes""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/312","Generated","[""flour tortilla"", ""eggs"", ""Swiss"", ""tomatoes""]"
"313","Loaded Whole Wheat Toast with Almond Butter (36)","[""2 slices whole wheat"", ""2 Tbsp. almond butter"", ""1/4 c. cinnamon""]","[""Toast bread slices."", ""Spread almond butter generously on toast."", ""Top with cinnamon.""]","www.example-breakfast.com/recipe/313","Generated","[""whole_wheat"", ""almond_butter"", ""cinnamon""]"
"314","Fried Egg Wrap with Swiss (85)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded Swiss"", ""1/4 c. Fried eggs"", ""2 Tbsp. diced mushrooms""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/314","Generated","[""flour tortilla"", ""eggs"", ""Swiss"", ""mushrooms""]"
"315","Quick Banana and Pecans Oatmeal (36)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. banana"", ""1 Tbsp. pecans"", ""1 Tbsp. honey""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in banana, pecans, and honey. Serve warm.""]","www.example-breakfast.com/recipe/315","Generated","[""rolled oats"", ""water"", ""banana"", ""pecans"", ""honey""]"
"316","Salty Sausage Patties (96)","[""1/2 lb. sausage patties""]","[""Cook sausage patties in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/316","Generated","[""sausage patties""]"
"317","Banana Slices Pancakes (23)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. banana slices""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in banana slices."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/317","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""banana slices""]"
"318","Quick Banana and Almonds Oatmeal (17)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. banana"", ""1 Tbsp. almonds"", ""1 Tbsp. brown sugar""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in banana, almonds, and brown sugar. Serve warm.""]","www.example-breakfast.com/recipe/318","Generated","[""rolled oats"", ""water"", ""banana"", ""almonds"", ""brown sugar""]"
"319","Chocolate Chips Pancakes (44)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. chocolate chips""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in chocolate chips."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/319","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""chocolate chips""]"
